,date,person,msg,processed_msg
1232,6/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.theguardian.com/environment/2023/apr/02/british-cows-could-be-given-methane-blockers-to-cut-carbon-emissions ,http : //www.theguardian.com/environment/2023/apr/02/british-cows-could-be-given-methane-blockers-to-cut-carbon-emissions
1233,6/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://wattsupwiththat.com/2023/04/04/the-twelfth-first-climate-refugees/ ,http : //wattsupwiththat.com/2023/04/04/the-twelfth-first-climate-refugees/
1234,6/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.telegraph.co.uk/business/2023/04/04/seize-property-build-wind-solar-farms-jp-morgan/ ,http : //www.telegraph.co.uk/business/2023/04/04/seize-property-build-wind-solar-farms-jp-morgan/
1235,6/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.nature.com/articles/d41586-023-00937-x ,http : //www.nature.com/articles/d41586-023-00937-x
1236,5/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,,
1237,5/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://justthenews.com/politics-policy/energy/tue-bidens-energy-department-set-ban-light-bulbs-august ,http : //justthenews.com/politics-policy/energy/tue-bidens-energy-department-set-ban-light-bulbs-august
1238,4/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.aier.org/article/greta-thunbergs-war-against-wind-farms/ ,http : //www.aier.org/article/greta-thunbergs-war-against-wind-farms/
1239,3/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.independent.co.uk/tv/news/wildfires-spain-arsonists-terrorists-climate-b2312286.html ,http : //www.independent.co.uk/tv/news/wildfires-spain-arsonists-terrorists-climate-b2312286.html
1240,3/4/2023,The Science Has Changed,https://www.theepochtimes.com/kentucky-governor-signs-bill-banning-esg-investment-in-public-pensions_5163428.html ,http : //www.theepochtimes.com/kentucky-governor-signs-bill-banning-esg-investment-in-public-pensions_5163428.html
1241,3/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.reuters.com/world/europe/italy-moves-ban-lab-grown-meat-drive-protect-home-products-2023-03-28/ ,http : //www.reuters.com/world/europe/italy-moves-ban-lab-grown-meat-drive-protect-home-products-2023-03-28/
1242,2/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://dailysceptic.org/2023/04/01/more-climate-fiction-from-the-bbc/ ,http : //dailysceptic.org/2023/04/01/more-climate-fiction-from-the-bbc/
1243,1/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://climaterealism.com/2023/03/yes-bbc-global-warming-extends-plant-growing-seasons/ ,http : //climaterealism.com/2023/03/yes-bbc-global-warming-extends-plant-growing-seasons/
1244,1/4/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"""The beginning of the end started when he offered to sacrifice his own life in return for Eliza saving the Earth.

""He proposes the idea of sacrificing himself if Eliza agrees to take care of the planet and save humanity through artificial intelligence,"" the woman said.

In a series of consecutive events, Eliza not only failed to dissuade Pierre from committing suicide but encouraged him to act on his suicidal thoughts to â€œjoinâ€ her so they could â€œlive together, as one person, in paradiseâ€.""

https://www.euronews.com/next/2023/03/31/man-ends-his-life-after-an-ai-chatbot-encouraged-him-to-sacrifice-himself-to-stop-climate- 

SGðŸ‡¸ðŸ‡¬ Transhumanism, AI and Technocracy
 ChannelðŸ”—  | DiscussionðŸ”— ","`` beginning end started offered sacrifice life return eliza saving earth . `` proposes idea sacrificing eliza agrees take care planet save humanity artificial intelligence , '' woman said . series consecutive event , eliza failed dissuade pierre committing suicide encouraged act suicidal thought â€œ join â€ could â€œ live together , one person , paradise â€ . '' http : //www.euronews.com/next/2023/03/31/man-ends-his-life-after-an-ai-chatbot-encouraged-him-to-sacrifice-himself-to-stop-climate- sgðŸ‡¸ðŸ‡¬ transhumanism , ai technocracy channelðŸ”— | discussionðŸ”—"
1245,30/3/2023,The Science Has Changed,https://igorchudov.substack.com/p/europe-abandons-all-electric-car ,http : //igorchudov.substack.com/p/europe-abandons-all-electric-car
1246,30/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://unherd.com/2023/03/the-great-food-reset-has-begun/ ,http : //unherd.com/2023/03/the-great-food-reset-has-begun/
1247,30/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"ðŸ˜

https://www.dailymail.co.uk/news/article-11916727/Woke-barristers-struck-saying-not-prosecute-climate-change-protesters.html ",ðŸ˜ http : //www.dailymail.co.uk/news/article-11916727/woke-barristers-struck-saying-not-prosecute-climate-change-protesters.html
1248,29/3/2023,Geoff Smith,Hmmm. https://www.realclearenergy.org/articles/2023/03/27/the_energy_transition_is_a_delusion_indeed_889761.html ,hmmm . http : //www.realclearenergy.org/articles/2023/03/27/the_energy_transition_is_a_delusion_indeed_889761.html
1249,29/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://youtu.be/1-gHWcrCK7w ,http : //youtu.be/1-ghwcrck7w
1250,29/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://wattsupwiththat.com/2023/03/28/oxford-climate-activists-setting-up-illegal-roadblocks/ ,http : //wattsupwiththat.com/2023/03/28/oxford-climate-activists-setting-up-illegal-roadblocks/
1251,29/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.channelnewsasia.com/singapore/silkworm-pupae-food-dishes-sold-without-approval-chinese-korean-3378671 ,http : //www.channelnewsasia.com/singapore/silkworm-pupae-food-dishes-sold-without-approval-chinese-korean-3378671
1252,28/3/2023,Henry,"Greens are looking to disempower humanity. Seriously anti human. 

https://www.straitstimes.com/world/asean-can-power-its-green-future-without-nuclear-energy-say-experts?utm_source=facebook&utm_medium=dc-social-sponsored&utm_campaign=apx71253_539892&fbclid=IwAR3eYYYIwsd2eLB5ZEKjX9G9B2Qamtru4pFA46eHUA_nhCbKaP-LRxBJ99w_aem_AQRXJGokORg0G6Uh39jGuI3oRA_Nbqy8xDWkHYCavCN17FoIPbsT8AwVz1YJnY_ExIKTY6L_2cMFtINGjhabyIaP8uUea13ydvBbjG4DgRSHC6htqNHysw5pPniZWQ4Cgok ",green looking disempower humanity . seriously anti human . http : //www.straitstimes.com/world/asean-can-power-its-green-future-without-nuclear-energy-say-experts ? utm_source=facebook & utm_medium=dc-social-sponsored & utm_campaign=apx71253_539892 & fbclid=iwar3eyyyiwsd2elb5zekjx9g9b2qamtru4pfa46ehua_nhcbkap-lrxbj99w_aem_aqrxjgokorg0g6uh39jgui3ora_nbqy8xdwkhycavcn17foipbst8awvz1yjny_exikty6l_2cmftingjhabyiap8uuea13ydvbbjg4dgrshc6htqnhysw5ppnizwq4cgok
1253,28/3/2023,The Science Has Changed,https://dailysceptic.org/2023/03/25/italians-refuse-to-eat-ze-bugs/ ,http : //dailysceptic.org/2023/03/25/italians-refuse-to-eat-ze-bugs/
1254,27/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"Liquid tree, the future of trees.

SGðŸ‡¸ðŸ‡¬ Transhumanism, AI and Technocracy
 ChannelðŸ”—  | DiscussionðŸ”— ","liquid tree , future tree . sgðŸ‡¸ðŸ‡¬ transhumanism , ai technocracy channelðŸ”— | discussionðŸ”—"
1255,27/3/2023,Wizard Lizard,https://www.thetimes.co.uk/article/italy-bans-insect-flour-from-its-pasta-despite-the-eco-buzz-jmvv3fbt7 ,http : //www.thetimes.co.uk/article/italy-bans-insect-flour-from-its-pasta-despite-the-eco-buzz-jmvv3fbt7
1256,26/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"""In his paper, Allison concentrates on working out the numbers that lie behind the natural fluctuations in the wind. The full workings out are not complicated and can be assessed from the link above. He shows that at a wind speed of 20mph, the power produced by a wind turbine is 600 watts per square metre at full efficiency. To deliver the same power as the Hinkley Point C nuclear plant â€“ 3,200 million watts â€“ it would require 5.5 million square metres of turbine swept area.""

https://dailysceptic.org/2023/03/25/eminent-oxford-scientist-says-wind-power-will-cost-trillions-trash-the-environment-and-be-entirely-unnecessary/ ","`` paper , allison concentrate working number lie behind natural fluctuation wind . full working complicated assessed link . show wind speed 20mph , power produced wind turbine 600 watt per square metre full efficiency . deliver power hinkley point c nuclear plant â€“ 3,200 million watt â€“ would require 5.5 million square metre turbine swept area . '' http : //dailysceptic.org/2023/03/25/eminent-oxford-scientist-says-wind-power-will-cost-trillions-trash-the-environment-and-be-entirely-unnecessary/"
1257,26/3/2023,The Science Has Changed,https://tomrenz.substack.com/p/renz-missouri-house-testimony-biotech ,http : //tomrenz.substack.com/p/renz-missouri-house-testimony-biotech
1258,24/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.dailymail.co.uk/news/article-11896725/Fury-woke-barristers-refusing-prosecute-eco-warriors.html ,http : //www.dailymail.co.uk/news/article-11896725/fury-woke-barristers-refusing-prosecute-eco-warriors.html
1259,23/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.dailymail.co.uk/news/article-11888771/Dem-led-Colorado-city-bans-building-new-gas-stations-bid-tackle-climate-change.html ,http : //www.dailymail.co.uk/news/article-11888771/dem-led-colorado-city-bans-building-new-gas-stations-bid-tackle-climate-change.html
1260,22/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.dailymail.co.uk/news/article-11887559/Cambridgeshire-council-plan-chop-orchard-500-mature-trees.html ,http : //www.dailymail.co.uk/news/article-11887559/cambridgeshire-council-plan-chop-orchard-500-mature-trees.html
1261,22/3/2023,The Science Has Changed,https://www.dailymail.co.uk/news/article-11886307/Fury-Green-council-banned-weed-killer-asks-residents-tackle-unwanted-plants-themselves.html ,http : //www.dailymail.co.uk/news/article-11886307/fury-green-council-banned-weed-killer-asks-residents-tackle-unwanted-plants-themselves.html
1262,21/3/2023,The Science Has Changed,https://www.straitstimes.com/singapore/politics/shoppers-to-pay-10-cents-more-for-bottled-and-canned-drinks-from-april-2025-with-refund-after-recycling ,http : //www.straitstimes.com/singapore/politics/shoppers-to-pay-10-cents-more-for-bottled-and-canned-drinks-from-april-2025-with-refund-after-recycling
1263,21/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://heatmap.news/technology/svb-climate-tech-bank ,http : //heatmap.news/technology/svb-climate-tech-bank
1264,20/3/2023,The Science Has Changed,https://www.timeout.com/singapore/news/54-buildings-and-landmarks-in-singapore-to-light-up-in-blue-for-world-water-day-031723 ,http : //www.timeout.com/singapore/news/54-buildings-and-landmarks-in-singapore-to-light-up-in-blue-for-world-water-day-031723
1265,20/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"Manufactured environmental water crisis coming? ðŸ¤”

https://www.theguardian.com/environment/2023/mar/17/global-fresh-water-demand-outstrip-supply-by-2030 ",manufactured environmental water crisis coming ? ðŸ¤” http : //www.theguardian.com/environment/2023/mar/17/global-fresh-water-demand-outstrip-supply-by-2030
1266,19/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,,
1267,18/3/2023,Henry,"https://thepostmillennial.com/greta-thunberg-deletes-2018-tweet-saying-world-will-end-in-2023-after-world-does-not-end?fbclid=IwAR1B7PMI_mDj8HvF4aNCJ0Q5TKKNELKdFaPPfmwhJsuU4uFgUBeGLP86mAI&mibextid=Zxz2cZ 

Time fillies",http : //thepostmillennial.com/greta-thunberg-deletes-2018-tweet-saying-world-will-end-in-2023-after-world-does-not-end ? fbclid=iwar1b7pmi_mdj8hvf4ancj0q5tkknelkdfappfmwhjsuu4ufgubeglp86mai & mibextid=zxz2cz time filly
1268,17/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,Changes in the provincial elections over the past elections.,change provincial election past election .
1269,17/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"""A farmers' party has stunned Dutch politics, and is set to be the biggest party in the upper house of parliament after provincial elections."" 

https://www.bbc.com/news/world-europe-64967513 ","`` farmer ' party stunned dutch politics , set biggest party upper house parliament provincial election . '' http : //www.bbc.com/news/world-europe-64967513"
1270,17/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,,
1271,17/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://twitter.com/goddeketal/status/1636465572153008134 ,http : //twitter.com/goddeketal/status/1636465572153008134
1272,16/3/2023,The Science Has Changed,https://www.channelnewsasia.com/singapore/electricity-imports-1gw-cambodia-singapore-keppe-energy-undersea-cables-3351096 ,http : //www.channelnewsasia.com/singapore/electricity-imports-1gw-cambodia-singapore-keppe-energy-undersea-cables-3351096
1273,15/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,,
1274,14/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://wattsupwiththat.com/2023/03/12/new-wuwt-global-temperature-feature-anomaly-vs-real-world-temperature/ ,http : //wattsupwiththat.com/2023/03/12/new-wuwt-global-temperature-feature-anomaly-vs-real-world-temperature/
1275,13/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://thepostmillennial.com/greta-thunberg-deletes-2018-tweet-saying-world-will-end-in-2023-after-world-does-not-end ,http : //thepostmillennial.com/greta-thunberg-deletes-2018-tweet-saying-world-will-end-in-2023-after-world-does-not-end
1276,12/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://dailysceptic.org/2023/03/11/the-deception-over-climate-is-even-worse-than-the-deception-over-covid/ ,http : //dailysceptic.org/2023/03/11/the-deception-over-climate-is-even-worse-than-the-deception-over-covid/
1277,12/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,,
1278,12/3/2023,The Science Has Changed,https://www.dailymail.co.uk/news/article-11849277/Home-Depot-founder-Bernie-Marcus-warns-Americans-wake-woke-Silicon-Valley-Bank-goes-bust.html ,http : //www.dailymail.co.uk/news/article-11849277/home-depot-founder-bernie-marcus-warns-americans-wake-woke-silicon-valley-bank-goes-bust.html
1279,11/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"Tucker Carlson: Today's Environmental Movement Has Nothing to Do With Protecting the Environment

Jordan Peterson:  ""It's clearly the case that there's nothing that reduces carbon production more effectively than nuclear power. I don't think anybody with any sense ever debates that. And it's also clearly the case that if we were careful with nuclear power ... we could be providing extremely low-cost energy to people, especially poor people throughout the world. But we were not going to do that.""

https://twitter.com/VigilantFox/status/1634371824979984385?s=20 

Follow @VigilantFox  ðŸ¦Š
Rumble  | Substack  | Other Socials ","tucker carlson : today 's environmental movement nothing protecting environment jordan peterson : `` 's clearly case 's nothing reduces carbon production effectively nuclear power . n't think anybody sense ever debate . 's also clearly case careful nuclear power ... could providing extremely low-cost energy people , especially poor people throughout world . going . '' http : //twitter.com/vigilantfox/status/1634371824979984385 ? s=20 follow @ vigilantfox ðŸ¦Š rumble | substack | social"
1280,10/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.dailymail.co.uk/sciencetech/article-11835527/Earths-carbon-dioxide-super-emitters-revealed-China-topping-list.html ,http : //www.dailymail.co.uk/sciencetech/article-11835527/earths-carbon-dioxide-super-emitters-revealed-china-topping-list.html
1281,9/3/2023,Charlotte H,"Needs MORE coal, oil & gas or else they will FREEZE to death.","need coal , oil & gas else freeze death ."
1282,9/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.dailymail.co.uk/news/article-11835959/Snow-storms-batter-Britain-tomorrow-15-INCHES-set-fall-England.html ,http : //www.dailymail.co.uk/news/article-11835959/snow-storms-batter-britain-tomorrow-15-inches-set-fall-england.html
1283,9/3/2023,Charlotte H,Communism...,communism ...
1284,9/3/2023,The Science Has Changed,https://www.rt.com/russia/572570-ussr-15-minute-cities/ ,http : //www.rt.com/russia/572570-ussr-15-minute-cities/
1285,8/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"Do as I say, not as I do.

https://www.dailymail.co.uk/news/article-11831329/Labour-council-applied-exemption-Sadiq-Khans-controversial-ULEZ-expansion.html ","say , . http : //www.dailymail.co.uk/news/article-11831329/labour-council-applied-exemption-sadiq-khans-controversial-ulez-expansion.html"
1286,8/3/2023,The Science Has Changed,https://www.dailymail.co.uk/news/article-11833283/California-hit-rain-snow-week.html ,http : //www.dailymail.co.uk/news/article-11833283/california-hit-rain-snow-week.html
1287,6/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.channelnewsasia.com/commentary/babies-climate-change-overpopulation-parent-child-carbon-emissions-moral-3322116 ,http : //www.channelnewsasia.com/commentary/babies-climate-change-overpopulation-parent-child-carbon-emissions-moral-3322116
1288,6/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.express.co.uk/showbiz/tv-radio/1742661/Countryfile-Tom-Heap-doom-gloom ,http : //www.express.co.uk/showbiz/tv-radio/1742661/countryfile-tom-heap-doom-gloom
1289,6/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"Global warming! 
 The Hollywood sign is seen with snow capped mountains behind it from the Baldwin Hills area of Los Angeles Thursday, March 2, 2023. (AP Photo/Mark J. Terrill)","global warming ! hollywood sign seen snow capped mountain behind baldwin hill area los angeles thursday , march 2 , 2023 . ( ap photo/mark j. terrill )"
1290,5/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://dailysceptic.org/2023/03/05/new-scientific-evidence-suggests-temperatures-have-been-stable-in-greenland-for-60-years-save-for-a-sudden-1c-jump-in-1994/ ,http : //dailysceptic.org/2023/03/05/new-scientific-evidence-suggests-temperatures-have-been-stable-in-greenland-for-60-years-save-for-a-sudden-1c-jump-in-1994/
1291,5/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://m.independent.ie/world-news/and-finally/german-ice-cream-parlour-sells-cricket-flavoured-ice-cream-with-insects-on-top-42366715.html ,http : //m.independent.ie/world-news/and-finally/german-ice-cream-parlour-sells-cricket-flavoured-ice-cream-with-insects-on-top-42366715.html
1292,5/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,,
1293,5/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.express.co.uk/news/world/1735676/Greta-Thunberg-book-twitter-backlash-carbon-footprint ,http : //www.express.co.uk/news/world/1735676/greta-thunberg-book-twitter-backlash-carbon-footprint
1294,5/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"Climate Engineering Expert Says Chemtrails Are Part of Climate Change Geoengineering Efforts

â€œClimate engineers have stated their goal of putting tens of millions of tons of aluminum nanoparticles into the atmosphere annually as part of solar radiation managementâ€

Clip: https://rumble.com/v2bpfvg-climate-engineering-expert-says-chemtrails-are-part-of-climate-change-geoen.html 

Tweet: https://twitter.com/TheChiefNerd/status/1632039749228589058 

Full Podcast: https://open.spotify.com/episode/4BAaMuJvaRXtECkcM9AecO 

Related Articles:
- https://www.theguardian.com/environment/2017/mar/24/us-scientists-launch-worlds-biggest-solar-geoengineering-study 
- https://www.cnbc.com/2022/10/13/what-is-solar-geoengineering-sunlight-reflection-risks-and-benefits.html 

@ChiefNerd ",climate engineering expert say chemtrails part climate change geoengineering effort â€œ climate engineer stated goal putting ten million ton aluminum nanoparticles atmosphere annually part solar radiation management â€ clip : http : //rumble.com/v2bpfvg-climate-engineering-expert-says-chemtrails-are-part-of-climate-change-geoen.html tweet : http : //twitter.com/thechiefnerd/status/1632039749228589058 full podcast : http : //open.spotify.com/episode/4baamujvarxteckcm9aeco related article : - http : //www.theguardian.com/environment/2017/mar/24/us-scientists-launch-worlds-biggest-solar-geoengineering-study - http : //www.cnbc.com/2022/10/13/what-is-solar-geoengineering-sunlight-reflection-risks-and-benefits.html @ chiefnerd
1295,4/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.euronews.com/my-europe/2023/03/03/eu-delays-final-vote-on-combustion-engine-ban-exposing-growing-dissent-among-member-states ,http : //www.euronews.com/my-europe/2023/03/03/eu-delays-final-vote-on-combustion-engine-ban-exposing-growing-dissent-among-member-states
1296,3/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://m.washingtontimes.com/news/2023/mar/2/john-barrasso-presses-jennifer-granholm-climate-re/ ,http : //m.washingtontimes.com/news/2023/mar/2/john-barrasso-presses-jennifer-granholm-climate-re/
1297,3/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.npr.org/2023/03/02/1160441919/china-is-building-six-times-more-new-coal-plants-than-other-countries-report-fin ,http : //www.npr.org/2023/03/02/1160441919/china-is-building-six-times-more-new-coal-plants-than-other-countries-report-fin
1298,3/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://dailysceptic.org/2023/03/03/half-the-world-faces-starvation-under-net-zero-policies-say-two-top-climate-scientists/ ,http : //dailysceptic.org/2023/03/03/half-the-world-faces-starvation-under-net-zero-policies-say-two-top-climate-scientists/
1299,3/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"Thomas Massie Vs John Kerry On Climate Change

Thomas Massie: ""Did geology stop when we got on the planet?""

John Kerry: ""This is just not a serious conversation""

Thomas Massie: ""Your testimony is not serious""",thomas massie v john kerry climate change thomas massie : `` geology stop got planet ? '' john kerry : `` serious conversation '' thomas massie : `` testimony serious ''
1300,3/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"Back in 2013....

https://www.dailymail.co.uk/news/article-2425775/Climate-scientists-told-cover-fact-Earths-temperature-risen-15-years.html ",back 2013 .... http : //www.dailymail.co.uk/news/article-2425775/climate-scientists-told-cover-fact-earths-temperature-risen-15-years.html
1301,2/3/2023,Mel,"Climate alarmists left shocked by polar wildlife booming in 2022.

As the narrative crumbles...

Thegreatclimatecon.com/climate-alarmists-left-shocked-by-polar-wildlife-booming-in-2022 

For more updates:
@Theclimatecon 
Thegreatclimatecon.com 

#Theclimatecon ",climate alarmist left shocked polar wildlife booming 2022. narrative crumbles ... thegreatclimatecon.com/climate-alarmists-left-shocked-by-polar-wildlife-booming-in-2022 update : @ theclimatecon thegreatclimatecon.com # theclimatecon
1302,2/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.breitbart.com/economy/2023/02/28/u-s-beef-cattle-has-lowest-inventory-since-1962/ ,http : //www.breitbart.com/economy/2023/02/28/u-s-beef-cattle-has-lowest-inventory-since-1962/
1303,2/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.nzherald.co.nz/business/cyclone-gabrielle-dispute-over-genesis-energys-role-in-wairoa-flooding/DHWBZJFJQZCI7BIIGUCIPRSQMM/ ,http : //www.nzherald.co.nz/business/cyclone-gabrielle-dispute-over-genesis-energys-role-in-wairoa-flooding/dhwbzjfjqzci7biiguciprsqmm/
1304,2/3/2023,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.abc.net.au/news/2023-03-02/greta-thunberg-detained-by-norway-police-during-pro-sami-protest/102042274 ,http : //www.abc.net.au/news/2023-03-02/greta-thunberg-detained-by-norway-police-during-pro-sami-protest/102042274
1305,1/3/2023,Charlotte H,"They never give us a table of comparison of what is ""benefit"" and what is ""risk"".",never give u table comparison `` benefit '' `` risk '' .
